                                                0.NN  ;         1.group ;          14.age ;       15.gender ; 1.SEVERE PERSISTENT ; 1.MODERATE PERSISTENT ; 1.MILD PERSISTENT ;  1.INTERMITTENT ; 2.Secondary cardiomyopathy ; 2.Defiection of nasal septum ; 2.Atopic dermatitis ; 2.Allergic rhinitis ; 3.Number of years from the first symptoms ; 4.Bronchial asthma in mother ; 4.Allergic rhinitis in mother ; 4.Bronchial asthma in father ; 4.Allergic rhinitis in father ; 4.Bronchial asthma in relatives of second generation ;           5.RBC ;           5.HBC ;           5.WBC ; 5.Eosinophils % ;   5.Basophils % ; 5.Band neutrophils % ; 5.Segmented neutrophils % ; 5.Lymphocytes % ;   5.Monocytes % ;           5.ESR ;         6.Color ;    6.Appearance ; 6.Specific gravity ;            6.pH ;    6.Leukocytes ; 6.Transitional epithelial cells ;         6.Mucus ;   7.Chenopodium ;         7.Birch ;     7.Sagebrush ;     7.Sunflower ;       7.Timothy ;    7.Cocks-foot ;           7.Rye ;     7.Elytrigia ;      7.Ryegrass ;         7.Alder ;  7.Fescue grass ;        7.Walnut ;        7.Linden ;      7.Plantain ;        7.Nettle ;     7.Dandelion ;      7.Sumpweed ;       7.Foxtail ;       7.Ragweed ;      7.Chestnut ;       7.Cypress ;         7.Maple ; 8.Domestic dust ; 8.Pillow feather ;       8.Daphnia ;   8.Rabbit hair ;      8.Cat hair ;      8.Dog hair ;    8.Sheep wool ;     9.Egg white ;     9.Carp fish ;  9.Pollack fish ;          9.Milk ;         9.Lemon ;         9.Apple ;   9.Raspberries ;      9.Beetroot ;       9.Cabbage ;          9.Beef ;          9.Pork ;       9.Chicken ;        9.Banana ;    9.Watermelon ;        9.Orange ;     9.Tangerine ;         9.Grape ;         9.Cocoa ;      9.Soybeans ;     9.Black tea ;        9.Tomato ;         9.Beans ;   9.Rice groats ; 9.Buckwheat grits ;  9.Wheat groats ;     9.Oat grits ;    9.Corn grits ;     9.Rye grits ;         10.Lg E ;           11.VC ;          11.FVC ;          11.PEF ; 11.FEF(MEF) 25% ; 11.FEF(MEF) 50% ; 11.FEF(MEF) 75% ;    11.FEV 25-75 ;         11.FEV1 ;    11.FEV/FVC % ;          11.MVV ;   12.Leucocytes ; 12.Neutrophils % ; 12.Neutrophils T ; 12.Lymphocytes % ; 12.Lymphocytes 10*3 cells ;        12.CD3 % ; 12.CD3 10*3 cells ;        12.CD4 % ; 12.CD4 10*3 cells ;        12.CD8 % ; 12.CD8 10*3 cells ;       12.CD16 % ; 12.CD16 10*3 cells ;       12.CD22 % ; 12.CD22 10*3 cells ;       12.CD25 % ; 12.CD25 10*3 cells ;          12.IgA ;          12.IgM ;          12.IgG ; 12.Phagocytosis of latex % ; 12.Phagocytic number ; 12.Total complement (СН 50) ; 12.CIC with 3.5% PEG units ; 12.Spontaneous NBT tests % ; 12.Spontaneous IAN tests units ; 12.Stimulated NBT test % ; 12.Stimulated IAN test units ; 12.Lysosomal cationic proteins units ;         13.TLSP 
                                                5.WBC ;           -0,17 ;           -0,07 ;           -0,25 ;               -0,47 ;                 -0,48 ;              0,13 ;            0,63 ;                       0,29 ;                        -1,79 ;               -1,31 ;                0,60 ;                                     -0,03 ;                        -0,35 ;                          0,08 ;                        -0,91 ;                          0,26 ;                                                -1,07 ;           -0,45 ;            0,00 ;            1,00 ;            0,04 ;            0,87 ;                 0,22 ;                      0,03 ;           -0,05 ;            0,09 ;            0,05 ;           -0,39 ;            0,14 ;              -0,07 ;            0,01 ;           -0,04 ;                           -0,01 ;           -1,10 ;           -0,98 ;           -0,39 ;           -0,29 ;           -0,44 ;           -0,36 ;            0,26 ;           -0,00 ;            0,12 ;            0,07 ;           -0,14 ;           -0,52 ;           -0,87 ;           -0,81 ;            0,41 ;           -0,30 ;           -0,19 ;           -0,44 ;           -0,12 ;           -0,13 ;           -0,17 ;           -0,06 ;           -0,32 ;            0,05 ;            -0,07 ;           -0,42 ;           -0,35 ;           -0,21 ;           -0,11 ;           -0,17 ;           -0,52 ;           -0,20 ;           -1,50 ;           -0,40 ;           -0,63 ;           -0,66 ;           -0,18 ;           -0,63 ;           -0,87 ;           -1,53 ;           -0,35 ;           -0,77 ;           -1,50 ;           -1,40 ;           -0,74 ;           -0,26 ;            0,16 ;            1,02 ;           -0,61 ;           -0,06 ;           -0,44 ;           -2,25 ;           -1,04 ;             -0,52 ;           -0,09 ;           -0,47 ;           -0,90 ;            0,79 ;            0,05 ;            0,03 ;           -0,03 ;           -0,02 ;            0,01 ;            0,01 ;            0,03 ;            0,03 ;            0,03 ;           -0,01 ;            0,02 ;           -0,01 ;             0,02 ;             0,19 ;            -0,02 ;                     -0,27 ;           -0,07 ;              0,00 ;            0,05 ;             -0,34 ;            0,06 ;              0,99 ;            0,30 ;               5,88 ;            0,02 ;               2,46 ;            0,01 ;               0,46 ;           -0,32 ;           -0,58 ;           -0,02 ;                      -0,05 ;                -0,77 ;                       -0,01 ;                      -0,21 ;                       0,01 ;                           0,08 ;                     0,02 ;                         0,84 ;                                 0,10 ;           -0,01 
                                      5.Eosinophils % ;            0,09 ;           -0,03 ;            0,97 ;                1,73 ;                 -0,64 ;             -0,73 ;            0,37 ;                      -1,42 ;                        -2,92 ;                1,54 ;                0,49 ;                                     -0,00 ;                         0,34 ;                         -0,49 ;                        -1,27 ;                          1,59 ;                                                 0,94 ;            1,85 ;           -0,01 ;            0,11 ;            1,00 ;            1,58 ;                 0,28 ;                     -0,11 ;            0,04 ;            0,10 ;            0,12 ;           -0,82 ;           -0,23 ;              -0,04 ;           -0,46 ;           -0,02 ;                            0,09 ;            0,65 ;           -0,34 ;           -0,60 ;           -0,16 ;           -0,06 ;           -0,74 ;           -0,79 ;           -0,66 ;           -1,26 ;            0,18 ;           -0,20 ;           -0,22 ;           -0,95 ;           -1,61 ;            0,00 ;            0,16 ;           -0,77 ;           -0,33 ;            2,05 ;            0,16 ;           -0,55 ;            0,00 ;           -0,64 ;            0,80 ;            -0,45 ;           -0,24 ;           -0,00 ;            0,47 ;            0,19 ;            0,00 ;           -0,80 ;            0,22 ;           -0,00 ;           -0,37 ;           -0,39 ;           -0,74 ;            0,06 ;            0,00 ;           -0,26 ;            1,32 ;           -1,25 ;            1,14 ;           -0,21 ;           -0,68 ;           -0,07 ;            0,56 ;           -0,43 ;            5,52 ;           -0,82 ;            0,89 ;            0,08 ;            0,00 ;            0,23 ;             -0,49 ;            3,96 ;           -1,75 ;           -1,32 ;           -0,00 ;           -0,08 ;            0,02 ;           -0,07 ;           -0,05 ;           -0,03 ;            0,00 ;           -0,00 ;            0,04 ;            0,02 ;           -0,04 ;            0,01 ;           -0,24 ;             0,01 ;             0,06 ;            -0,01 ;                      0,55 ;           -0,11 ;             -0,81 ;           -0,28 ;             -1,26 ;           -0,26 ;              1,13 ;            0,10 ;              -2,40 ;           -0,60 ;              -8,01 ;           -0,02 ;              -0,28 ;            2,05 ;            2,68 ;            0,42 ;                      -0,09 ;                 0,30 ;                        0,06 ;                       0,08 ;                      -0,04 ;                           1,23 ;                    -0,02 ;                         1,30 ;                                -0,44 ;           -0,00 
                                        5.Basophils % ;            0,01 ;           -0,02 ;            0,11 ;                0,11 ;                  0,03 ;             -0,14 ;            0,06 ;                       0,06 ;                        -0,18 ;               -0,20 ;                0,07 ;                                     -0,01 ;                         0,03 ;                         -0,20 ;                        -0,20 ;                         -0,00 ;                                                 0,17 ;           -0,03 ;            0,00 ;            0,04 ;            0,03 ;            1,00 ;                 0,04 ;                      0,00 ;           -0,00 ;            0,00 ;            0,01 ;           -0,01 ;            0,10 ;               0,01 ;           -0,01 ;           -0,00 ;                           -0,01 ;           -0,01 ;           -0,01 ;           -0,09 ;           -0,09 ;           -0,06 ;           -0,08 ;           -0,04 ;           -0,03 ;           -0,02 ;           -0,14 ;           -0,07 ;           -0,01 ;           -0,18 ;           -0,15 ;           -0,08 ;           -0,01 ;           -0,07 ;           -0,06 ;            0,07 ;           -0,05 ;            0,06 ;           -0,04 ;           -0,09 ;            0,02 ;             0,01 ;           -0,03 ;           -0,03 ;            0,02 ;            0,09 ;           -0,03 ;           -0,11 ;           -0,08 ;           -0,16 ;           -0,06 ;            0,13 ;           -0,03 ;           -0,00 ;           -0,17 ;           -0,13 ;           -0,11 ;           -0,14 ;            0,29 ;           -0,17 ;           -0,17 ;            0,02 ;           -0,17 ;           -0,13 ;            0,11 ;           -0,13 ;           -0,15 ;           -0,02 ;            0,58 ;            0,07 ;             -0,12 ;           -0,11 ;           -0,12 ;           -0,15 ;           -0,16 ;           -0,08 ;            0,01 ;            0,00 ;           -0,00 ;            0,00 ;           -0,00 ;            0,00 ;            0,01 ;            0,00 ;            0,00 ;           -0,00 ;           -0,03 ;            -0,00 ;             0,22 ;             0,00 ;                     -0,03 ;           -0,02 ;             -0,24 ;            0,04 ;             -0,02 ;            0,03 ;              0,21 ;           -0,03 ;               0,09 ;            0,12 ;               0,47 ;            0,00 ;               0,12 ;           -0,18 ;            0,08 ;            0,03 ;                      -0,01 ;                -0,11 ;                       -0,00 ;                       0,01 ;                      -0,01 ;                           0,17 ;                    -0,00 ;                         0,11 ;                                -0,02 ;            0,00 
                                 5.Band neutrophils % ;            0,01 ;            0,02 ;            0,21 ;               -0,24 ;                  0,24 ;             -0,00 ;           -0,09 ;                       0,54 ;                        -0,37 ;               -0,15 ;                0,02 ;                                      0,01 ;                         0,55 ;                         -0,34 ;                         0,03 ;                         -0,38 ;                                                -0,00 ;            0,25 ;            0,00 ;            0,04 ;            0,02 ;            0,14 ;                 1,00 ;                     -0,00 ;           -0,01 ;            0,03 ;            0,22 ;            0,10 ;           -0,27 ;              -0,00 ;           -0,03 ;           -0,00 ;                           -0,00 ;           -0,06 ;           -0,15 ;           -0,20 ;           -0,10 ;           -0,08 ;            0,12 ;           -0,12 ;            0,15 ;           -0,14 ;           -0,27 ;           -0,09 ;           -0,10 ;           -0,34 ;           -0,30 ;           -0,28 ;           -0,07 ;           -0,16 ;           -0,17 ;           -0,07 ;           -0,01 ;            0,01 ;           -0,18 ;           -0,20 ;            0,07 ;            -0,14 ;           -0,16 ;           -0,10 ;           -0,09 ;           -0,20 ;           -0,24 ;           -0,16 ;           -0,15 ;           -0,32 ;           -0,19 ;           -0,24 ;           -0,16 ;           -0,10 ;            0,04 ;           -0,26 ;           -0,22 ;           -0,03 ;           -0,12 ;           -0,16 ;           -0,35 ;           -0,20 ;           -0,25 ;           -0,13 ;           -0,07 ;           -0,11 ;           -0,30 ;           -0,26 ;           -0,33 ;           -0,06 ;             -0,14 ;           -0,22 ;           -0,25 ;           -0,30 ;           -0,29 ;           -0,02 ;           -0,01 ;            0,00 ;           -0,01 ;           -0,01 ;           -0,00 ;           -0,01 ;           -0,02 ;           -0,00 ;            0,00 ;           -0,00 ;           -0,00 ;             0,00 ;            -0,23 ;            -0,00 ;                      0,03 ;            0,02 ;              0,07 ;           -0,04 ;             -0,57 ;           -0,07 ;              0,08 ;           -0,02 ;              -0,26 ;           -0,11 ;              -0,55 ;           -0,01 ;              -0,26 ;           -0,07 ;           -0,31 ;            0,06 ;                       0,01 ;                 0,03 ;                        0,02 ;                      -0,01 ;                       0,01 ;                           0,03 ;                     0,00 ;                        -0,04 ;                                -0,00 ;           -0,00 
                            5.Segmented neutrophils % ;            0,18 ;            0,80 ;           -0,61 ;               -1,09 ;                 -1,35 ;              6,93 ;           -4,72 ;                      14,34 ;                        11,65 ;               -2,24 ;                7,22 ;                                      0,50 ;                        -5,18 ;                          6,52 ;                        -2,81 ;                         -4,02 ;                                               -11,14 ;            4,66 ;            0,06 ;            1,23 ;           -1,51 ;            0,00 ;                -0,30 ;                      1,00 ;           -1,03 ;           -1,14 ;           -0,00 ;            2,62 ;            3,02 ;               0,22 ;           -0,40 ;            0,57 ;                            0,19 ;           -1,50 ;           -1,12 ;           -0,30 ;           -0,24 ;           -0,69 ;           -2,41 ;            2,17 ;            2,10 ;            1,53 ;           -0,90 ;            0,44 ;            1,53 ;           -1,79 ;           13,31 ;            2,28 ;           -0,83 ;           -0,34 ;           -2,33 ;           -4,37 ;           -1,81 ;            2,08 ;           -0,00 ;           -0,73 ;           -1,32 ;             0,46 ;            0,15 ;           -0,13 ;           -0,51 ;           -2,53 ;            0,35 ;           -2,80 ;           -2,45 ;           -5,22 ;            0,00 ;           -2,99 ;           -3,24 ;            0,22 ;            0,55 ;            1,46 ;           -4,44 ;           -1,29 ;           -8,63 ;           -5,62 ;            1,73 ;           -0,00 ;           -0,79 ;           -4,85 ;           -4,85 ;            6,17 ;          -11,65 ;           -3,88 ;          -12,76 ;            1,46 ;             -4,50 ;           -8,88 ;           -3,71 ;            8,32 ;           -7,28 ;            0,94 ;           -0,04 ;           -0,06 ;           -0,04 ;           -0,06 ;           -0,02 ;           -0,06 ;           -0,07 ;           -0,01 ;           -0,01 ;            0,10 ;           -0,18 ;             0,13 ;             0,23 ;            -0,13 ;                     -3,54 ;            0,72 ;              1,94 ;            1,70 ;             -2,65 ;            1,63 ;              0,61 ;            1,40 ;              18,12 ;            0,34 ;               5,83 ;            0,04 ;               2,12 ;           -6,31 ;           -7,09 ;           -0,44 ;                       0,20 ;                -0,66 ;                       -0,22 ;                       1,01 ;                       0,06 ;                          -3,26 ;                     0,07 ;                        -0,12 ;                                 2,14 ;            0,02 
                                      5.Lymphocytes % ;           -0,08 ;           -0,87 ;           -0,83 ;                0,33 ;                  1,95 ;             -5,25 ;            3,25 ;                     -12,12 ;                        -9,95 ;                1,21 ;               -7,77 ;                                     -0,55 ;                         3,50 ;                         -4,20 ;                         4,71 ;                          0,36 ;                                                11,41 ;           -7,98 ;           -0,09 ;           -1,56 ;            0,41 ;           -2,69 ;                -1,35 ;                     -0,84 ;            1,00 ;            0,00 ;           -0,37 ;           -0,86 ;           -1,56 ;              -0,23 ;            0,93 ;           -0,52 ;                           -0,37 ;            1,02 ;            1,01 ;            1,09 ;            0,54 ;            0,93 ;            2,72 ;           -1,22 ;           -1,55 ;            0,28 ;            1,01 ;            0,30 ;           -1,25 ;            2,69 ;           -9,50 ;           -1,65 ;            0,37 ;            0,77 ;            2,84 ;            1,75 ;            1,63 ;           -1,31 ;           -0,16 ;            0,44 ;            0,46 ;             0,14 ;            0,27 ;            0,00 ;            0,08 ;            2,02 ;            0,00 ;            4,67 ;            2,95 ;            6,52 ;            1,50 ;            4,31 ;            4,28 ;           -1,39 ;           -0,50 ;           -0,88 ;            3,00 ;            2,33 ;            8,56 ;            7,24 ;            0,78 ;            1,14 ;            0,24 ;            4,67 ;           -1,31 ;           -4,01 ;           10,84 ;            4,85 ;           15,00 ;           -1,58 ;              5,25 ;            2,50 ;            6,44 ;           -6,00 ;            9,19 ;           -1,42 ;            0,04 ;            0,10 ;            0,09 ;            0,09 ;            0,02 ;            0,06 ;            0,06 ;           -0,02 ;            0,04 ;           -0,11 ;            0,32 ;            -0,16 ;             0,63 ;             0,16 ;                      3,37 ;           -0,58 ;             -0,75 ;           -1,24 ;              4,77 ;           -1,27 ;             -0,55 ;           -1,46 ;             -12,83 ;            0,62 ;               5,25 ;           -0,04 ;              -1,27 ;            3,50 ;            6,39 ;            0,39 ;                      -0,00 ;                 0,89 ;                        0,12 ;                      -1,23 ;                      -0,07 ;                           1,26 ;                    -0,03 ;                        -1,30 ;                                -1,39 ;           -0,00 
                                        5.Monocytes % ;           -0,22 ;            0,08 ;            0,34 ;               -0,64 ;                 -0,06 ;             -0,79 ;            1,22 ;                      -1,18 ;                         1,89 ;                0,10 ;               -0,10 ;                                      0,05 ;                         0,95 ;                         -1,64 ;                        -0,44 ;                          2,47 ;                                                -1,45 ;            0,72 ;            0,03 ;            0,16 ;            0,07 ;            0,13 ;                 0,30 ;                     -0,05 ;            0,00 ;            1,00 ;            0,06 ;           -1,15 ;           -1,09 ;               0,04 ;           -0,05 ;           -0,03 ;                            0,07 ;           -0,17 ;            0,60 ;           -0,03 ;            0,13 ;           -0,13 ;            0,49 ;            0,06 ;            0,08 ;           -0,34 ;            0,34 ;           -0,36 ;           -0,00 ;            0,46 ;           -1,71 ;           -0,05 ;            0,37 ;            0,64 ;            0,06 ;            0,69 ;            0,09 ;           -0,32 ;            0,52 ;            1,07 ;            0,04 ;             0,13 ;           -0,07 ;            0,28 ;            0,02 ;            0,40 ;           -0,12 ;           -0,85 ;           -0,40 ;           -0,79 ;           -0,91 ;           -0,72 ;           -0,09 ;            1,21 ;            0,49 ;           -0,21 ;            0,61 ;            0,38 ;           -1,33 ;           -0,88 ;           -1,33 ;           -0,78 ;            0,52 ;            1,00 ;            0,75 ;           -0,98 ;            0,41 ;           -0,66 ;           -2,56 ;           -0,06 ;              0,23 ;            2,56 ;           -0,58 ;           -0,61 ;           -1,71 ;            0,76 ;           -0,00 ;            0,01 ;            0,01 ;            0,02 ;            0,01 ;            0,02 ;           -0,01 ;            0,02 ;            0,01 ;            0,00 ;            0,14 ;             0,02 ;            -0,82 ;            -0,02 ;                     -0,37 ;           -0,04 ;             -0,24 ;           -0,05 ;             -0,23 ;           -0,07 ;             -1,89 ;            0,08 ;              -2,56 ;           -0,35 ;              -3,58 ;            0,03 ;              -0,47 ;            1,28 ;           -1,34 ;           -0,42 ;                      -0,12 ;                -0,47 ;                        0,03 ;                       0,09 ;                       0,04 ;                           0,51 ;                    -0,02 ;                        -0,05 ;                                -0,24 ;           -0,00 
                                                5.ESR ;            0,03 ;           -0,00 ;           -0,78 ;               -0,68 ;                  0,78 ;             -0,00 ;           -0,38 ;                       1,83 ;                        -0,21 ;               -2,06 ;               -0,04 ;                                     -0,00 ;                         0,15 ;                         -1,50 ;                         0,14 ;                          0,96 ;                                                -0,34 ;            0,55 ;           -0,00 ;            0,05 ;            0,05 ;            0,30 ;                 1,42 ;                     -0,00 ;           -0,01 ;            0,04 ;            1,00 ;            0,24 ;           -0,73 ;              -0,04 ;            0,08 ;            0,19 ;                            0,12 ;            0,54 ;           -0,41 ;           -0,39 ;            0,22 ;           -0,29 ;            0,03 ;           -0,37 ;           -0,36 ;           -0,26 ;           -0,53 ;           -0,45 ;            0,12 ;            0,41 ;            3,68 ;           -0,39 ;           -0,42 ;           -0,84 ;           -0,33 ;           -0,45 ;           -0,26 ;           -0,81 ;            0,00 ;           -0,78 ;           -0,05 ;            -0,44 ;           -0,57 ;           -0,58 ;            0,14 ;           -0,31 ;           -0,24 ;           -0,73 ;           -0,24 ;            0,20 ;           -1,08 ;           -0,61 ;           -0,70 ;           -0,56 ;           -1,04 ;           -0,50 ;            0,38 ;           -1,10 ;            0,07 ;           -1,09 ;            1,03 ;           -0,00 ;           -0,36 ;           -0,55 ;           -1,32 ;           -1,11 ;           -0,13 ;           -0,61 ;           -0,66 ;           -0,54 ;             -0,72 ;           -0,38 ;           -0,54 ;           -1,23 ;           -0,91 ;           -0,54 ;           -0,00 ;           -0,00 ;           -0,01 ;           -0,00 ;            0,00 ;           -0,00 ;           -0,01 ;            0,01 ;            0,00 ;            0,02 ;           -0,11 ;            -0,05 ;            -0,55 ;             0,05 ;                      0,39 ;           -0,00 ;              0,33 ;           -0,03 ;              0,00 ;           -0,16 ;              1,35 ;           -0,11 ;               0,88 ;           -0,37 ;              -0,79 ;           -0,02 ;              -0,36 ;            1,65 ;           -0,17 ;            0,20 ;                       0,02 ;                -0,00 ;                        0,01 ;                      -0,21 ;                       0,00 ;                          -0,08 ;                    -0,00 ;                        -0,33 ;                                 0,08 ;           -0,02 
                                              6.Color ;           -0,05 ;           -0,01 ;           -0,10 ;               -0,34 ;                 -0,17 ;              0,49 ;           -0,13 ;                       0,57 ;                         0,10 ;                0,11 ;               -0,21 ;                                     -0,01 ;                        -0,09 ;                          0,31 ;                        -0,41 ;                         -0,41 ;                                                -0,40 ;           -0,08 ;            0,00 ;           -0,03 ;           -0,02 ;           -0,01 ;                 0,04 ;                      0,00 ;           -0,00 ;           -0,04 ;            0,01 ;            1,00 ;            0,12 ;               0,02 ;            0,05 ;            0,02 ;                           -0,00 ;            0,08 ;           -0,08 ;            0,08 ;           -0,04 ;            0,09 ;           -0,05 ;           -0,12 ;            0,05 ;           -0,05 ;           -0,11 ;           -0,00 ;           -0,01 ;            0,01 ;            0,44 ;           -0,02 ;           -0,26 ;            0,04 ;            0,10 ;           -0,07 ;            0,08 ;           -0,13 ;           -0,16 ;            0,01 ;            0,02 ;            -0,03 ;            0,01 ;           -0,15 ;            0,01 ;            0,08 ;           -0,16 ;            0,10 ;            0,13 ;           -0,08 ;            0,23 ;            0,01 ;            0,08 ;           -0,00 ;           -0,63 ;           -0,18 ;           -0,05 ;           -0,27 ;            0,27 ;           -0,07 ;            0,27 ;            0,18 ;           -0,11 ;            0,01 ;           -0,35 ;           -0,04 ;            0,28 ;            0,06 ;            0,49 ;            0,20 ;              0,09 ;           -0,40 ;            0,20 ;           -0,26 ;            0,18 ;           -0,25 ;           -0,00 ;           -0,01 ;           -0,01 ;           -0,01 ;           -0,00 ;           -0,01 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,08 ;            -0,01 ;            -0,16 ;             0,01 ;                      0,08 ;            0,01 ;             -0,02 ;            0,05 ;              0,11 ;            0,04 ;              0,93 ;            0,06 ;               1,31 ;            0,06 ;               0,49 ;            0,01 ;               0,37 ;            0,08 ;            0,17 ;           -0,04 ;                       0,04 ;                 0,06 ;                       -0,02 ;                       0,05 ;                       0,00 ;                           0,10 ;                    -0,01 ;                        -0,09 ;                                 0,07 ;           -0,01 
                                         6.Appearance ;           -0,03 ;            0,01 ;            0,16 ;               -0,02 ;                 -0,30 ;              0,35 ;           -0,01 ;                      -0,02 ;                        -0,00 ;               -0,02 ;                0,18 ;                                      0,01 ;                        -0,04 ;                          0,58 ;                         0,50 ;                         -0,52 ;                                                -0,12 ;            0,52 ;           -0,00 ;            0,01 ;           -0,01 ;            0,19 ;                -0,13 ;                      0,01 ;           -0,00 ;           -0,05 ;           -0,05 ;            0,14 ;            1,00 ;               0,03 ;            0,03 ;           -0,01 ;                            0,01 ;           -0,13 ;            0,00 ;            0,04 ;           -0,04 ;           -0,01 ;           -0,05 ;            0,04 ;            0,04 ;            0,03 ;           -0,25 ;            0,05 ;           -0,10 ;           -0,11 ;           -0,00 ;           -0,30 ;           -0,17 ;           -0,09 ;            0,02 ;           -0,19 ;            0,08 ;           -0,14 ;           -0,13 ;           -0,06 ;            0,03 ;            -0,06 ;            0,12 ;            0,02 ;            0,03 ;            0,03 ;            0,12 ;           -0,10 ;            0,06 ;           -0,02 ;           -0,06 ;           -0,01 ;           -0,01 ;            0,09 ;           -0,39 ;           -0,29 ;           -0,26 ;           -0,32 ;            0,06 ;           -0,02 ;           -0,16 ;           -0,08 ;           -0,29 ;           -0,18 ;           -0,38 ;           -0,16 ;           -0,19 ;            0,03 ;            0,36 ;           -0,01 ;             -0,27 ;           -0,26 ;           -0,04 ;           -0,36 ;            0,18 ;           -0,06 ;            0,01 ;           -0,00 ;           -0,00 ;           -0,01 ;           -0,00 ;           -0,00 ;            0,01 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,03 ;            -0,01 ;             0,13 ;             0,01 ;                      0,13 ;            0,02 ;             -0,39 ;           -0,03 ;             -0,42 ;            0,02 ;              0,23 ;            0,03 ;               0,12 ;            0,15 ;              -0,00 ;           -0,01 ;              -0,02 ;           -0,20 ;            0,38 ;            0,03 ;                       0,01 ;                 0,04 ;                        0,00 ;                       0,03 ;                      -0,01 ;                          -0,26 ;                    -0,00 ;                        -0,06 ;                                -0,05 ;            0,00 
                                   6.Specific gravity ;            0,27 ;            0,74 ;            1,38 ;               -1,45 ;                  1,22 ;              2,49 ;           -2,91 ;                       3,13 ;                        -4,89 ;               -0,67 ;                1,28 ;                                      0,43 ;                        -3,23 ;                          4,42 ;                         0,20 ;                         -1,40 ;                                                 3,28 ;            4,65 ;            0,05 ;           -0,71 ;           -0,13 ;            1,79 ;                -0,00 ;                      0,05 ;           -0,07 ;            0,23 ;           -0,32 ;            2,49 ;            3,44 ;               1,00 ;            0,12 ;           -0,11 ;                           -0,13 ;           -0,19 ;            0,08 ;            0,23 ;           -1,14 ;           -1,03 ;            2,00 ;            0,20 ;            1,52 ;           -0,92 ;           -0,56 ;            0,88 ;           -1,18 ;           -3,72 ;           -4,15 ;           -3,99 ;            0,21 ;           -0,77 ;            0,41 ;           -1,94 ;            0,80 ;            0,10 ;           -1,27 ;            1,82 ;            0,25 ;             0,23 ;            3,02 ;            0,19 ;            0,72 ;            1,82 ;            0,00 ;           -0,75 ;            1,63 ;           -0,80 ;           -2,35 ;            1,34 ;           -1,29 ;           -1,64 ;           -4,98 ;           -4,12 ;           -2,21 ;           -1,72 ;           -5,81 ;            1,60 ;            1,29 ;           -1,01 ;           -2,38 ;           -2,74 ;           -6,29 ;           -1,03 ;           -5,44 ;           -1,19 ;            0,83 ;            1,16 ;             -1,58 ;            0,28 ;           -0,92 ;           -2,21 ;           -3,15 ;           -0,79 ;            0,07 ;           -0,03 ;           -0,02 ;           -0,09 ;           -0,06 ;           -0,04 ;            0,05 ;            0,01 ;           -0,04 ;            0,00 ;           -0,00 ;            -0,01 ;             3,60 ;             0,01 ;                      0,31 ;            0,22 ;              0,28 ;           -0,16 ;              2,38 ;            0,52 ;             -0,61 ;            0,11 ;              -9,04 ;           -0,34 ;              -6,39 ;           -0,07 ;              -1,41 ;           -1,69 ;            3,28 ;            1,23 ;                       0,21 ;                 2,45 ;                       -0,02 ;                      -0,18 ;                       0,13 ;                           0,00 ;                     0,06 ;                        -1,44 ;                                -0,20 ;           -0,00 
                                                 6.pH ;           -0,15 ;           -0,06 ;           -0,50 ;               -0,73 ;                 -0,20 ;              0,21 ;            0,42 ;                      -0,45 ;                         0,23 ;               -0,90 ;                0,15 ;                                     -0,03 ;                        -0,38 ;                          0,41 ;                        -0,35 ;                         -0,76 ;                                                -0,89 ;           -0,93 ;           -0,01 ;            0,01 ;           -0,10 ;           -0,19 ;                -0,09 ;                     -0,01 ;            0,02 ;           -0,02 ;            0,04 ;            0,42 ;            0,22 ;               0,01 ;            1,00 ;           -0,04 ;                           -0,07 ;           -0,38 ;           -0,22 ;           -0,02 ;           -0,06 ;           -0,19 ;           -0,00 ;           -0,19 ;           -0,19 ;           -0,06 ;           -0,25 ;           -0,25 ;           -0,23 ;           -0,07 ;           -0,90 ;           -0,72 ;            0,00 ;           -0,45 ;           -0,17 ;           -0,73 ;           -0,10 ;           -0,39 ;           -0,11 ;           -0,27 ;           -0,43 ;             0,08 ;           -0,27 ;           -0,17 ;           -0,16 ;           -0,14 ;           -0,02 ;            0,16 ;           -0,23 ;            0,60 ;           -0,35 ;            0,26 ;            0,30 ;           -0,08 ;           -0,21 ;            0,43 ;           -0,28 ;            0,38 ;            0,22 ;           -1,01 ;           -0,49 ;           -0,89 ;           -0,70 ;           -0,89 ;           -0,97 ;           -0,43 ;            0,19 ;           -0,19 ;            0,21 ;           -0,15 ;             -0,56 ;           -0,63 ;            0,17 ;            0,56 ;            0,24 ;            0,36 ;            0,02 ;            0,01 ;            0,01 ;            0,01 ;           -0,00 ;            0,00 ;            0,02 ;            0,01 ;            0,01 ;           -0,01 ;           -0,04 ;            -0,02 ;            -0,26 ;             0,02 ;                      0,39 ;           -0,04 ;              0,14 ;           -0,23 ;             -0,33 ;            0,07 ;              0,92 ;            0,03 ;               0,49 ;            0,23 ;               2,04 ;           -0,02 ;               0,09 ;            0,12 ;            0,19 ;            0,05 ;                       0,05 ;                -0,02 ;                       -0,02 ;                      -0,07 ;                      -0,03 ;                          -1,46 ;                     0,03 ;                        -0,08 ;                                 0,06 ;           -0,01 
