                                                0.NN  ;         1.group ;          14.age ;       15.gender ; 1.SEVERE PERSISTENT ; 1.MODERATE PERSISTENT ; 1.MILD PERSISTENT ;  1.INTERMITTENT ; 2.Secondary cardiomyopathy ; 2.Defiection of nasal septum ; 2.Atopic dermatitis ; 2.Allergic rhinitis ; 3.Number of years from the first symptoms ; 4.Bronchial asthma in mother ; 4.Allergic rhinitis in mother ; 4.Bronchial asthma in father ; 4.Allergic rhinitis in father ; 4.Bronchial asthma in relatives of second generation ;           5.RBC ;           5.HBC ;           5.WBC ; 5.Eosinophils % ;   5.Basophils % ; 5.Band neutrophils % ; 5.Segmented neutrophils % ; 5.Lymphocytes % ;   5.Monocytes % ;           5.ESR ;         6.Color ;    6.Appearance ; 6.Specific gravity ;            6.pH ;    6.Leukocytes ; 6.Transitional epithelial cells ;         6.Mucus ;   7.Chenopodium ;         7.Birch ;     7.Sagebrush ;     7.Sunflower ;       7.Timothy ;    7.Cocks-foot ;           7.Rye ;     7.Elytrigia ;      7.Ryegrass ;         7.Alder ;  7.Fescue grass ;        7.Walnut ;        7.Linden ;      7.Plantain ;        7.Nettle ;     7.Dandelion ;      7.Sumpweed ;       7.Foxtail ;       7.Ragweed ;      7.Chestnut ;       7.Cypress ;         7.Maple ; 8.Domestic dust ; 8.Pillow feather ;       8.Daphnia ;   8.Rabbit hair ;      8.Cat hair ;      8.Dog hair ;    8.Sheep wool ;     9.Egg white ;     9.Carp fish ;  9.Pollack fish ;          9.Milk ;         9.Lemon ;         9.Apple ;   9.Raspberries ;      9.Beetroot ;       9.Cabbage ;          9.Beef ;          9.Pork ;       9.Chicken ;        9.Banana ;    9.Watermelon ;        9.Orange ;     9.Tangerine ;         9.Grape ;         9.Cocoa ;      9.Soybeans ;     9.Black tea ;        9.Tomato ;         9.Beans ;   9.Rice groats ; 9.Buckwheat grits ;  9.Wheat groats ;     9.Oat grits ;    9.Corn grits ;     9.Rye grits ;         10.Lg E ;           11.VC ;          11.FVC ;          11.PEF ; 11.FEF(MEF) 25% ; 11.FEF(MEF) 50% ; 11.FEF(MEF) 75% ;    11.FEV 25-75 ;         11.FEV1 ;    11.FEV/FVC % ;          11.MVV ;   12.Leucocytes ; 12.Neutrophils % ; 12.Neutrophils T ; 12.Lymphocytes % ; 12.Lymphocytes 10*3 cells ;        12.CD3 % ; 12.CD3 10*3 cells ;        12.CD4 % ; 12.CD4 10*3 cells ;        12.CD8 % ; 12.CD8 10*3 cells ;       12.CD16 % ; 12.CD16 10*3 cells ;       12.CD22 % ; 12.CD22 10*3 cells ;       12.CD25 % ; 12.CD25 10*3 cells ;          12.IgA ;          12.IgM ;          12.IgG ; 12.Phagocytosis of latex % ; 12.Phagocytic number ; 12.Total complement (СН 50) ; 12.CIC with 3.5% PEG units ; 12.Spontaneous NBT tests % ; 12.Spontaneous IAN tests units ; 12.Stimulated NBT test % ; 12.Stimulated IAN test units ; 12.Lysosomal cationic proteins units ;         13.TLSP 
                                             12.CD3 % ;            0,13 ;            0,27 ;            0,84 ;                0,27 ;                  0,95 ;             -0,55 ;           -1,18 ;                      -0,00 ;                         0,92 ;               -1,46 ;               -0,06 ;                                      0,06 ;                        -1,72 ;                          0,47 ;                         0,60 ;                         -1,81 ;                                                 2,28 ;            0,81 ;           -0,03 ;           -0,17 ;           -0,09 ;           -1,34 ;                 0,30 ;                      0,04 ;           -0,04 ;           -0,06 ;           -0,00 ;            0,18 ;            0,54 ;               0,06 ;           -0,14 ;           -0,01 ;                           -0,06 ;            0,14 ;            0,60 ;            0,57 ;           -0,21 ;           -0,00 ;           -0,20 ;            0,27 ;            0,67 ;            0,11 ;           -0,11 ;            0,36 ;            0,62 ;            0,30 ;            2,08 ;            0,80 ;           -0,52 ;            0,60 ;           -0,03 ;           -0,61 ;            0,23 ;           -0,21 ;           -0,14 ;           -1,52 ;            0,40 ;             0,31 ;            0,60 ;            0,35 ;            0,15 ;           -0,32 ;            0,35 ;            0,49 ;            0,15 ;            0,30 ;           -0,21 ;            0,07 ;           -0,49 ;           -0,11 ;           -0,55 ;            0,00 ;            0,14 ;            1,19 ;           -0,65 ;            0,10 ;            0,54 ;           -0,44 ;           -0,73 ;           -0,57 ;           -0,49 ;            1,28 ;           -0,75 ;            0,07 ;           -3,46 ;            0,07 ;             -0,46 ;           -0,97 ;           -0,33 ;            0,28 ;           -0,12 ;            0,00 ;           -0,00 ;           -0,01 ;           -0,04 ;           -0,06 ;           -0,03 ;           -0,06 ;           -0,02 ;           -0,05 ;           -0,02 ;           -0,03 ;           -0,25 ;             0,03 ;            -0,17 ;            -0,03 ;                     -0,36 ;            1,00 ;             -0,35 ;            0,69 ;             -1,98 ;            0,37 ;             -1,68 ;            0,41 ;              -4,20 ;           -0,43 ;              -6,69 ;           -0,00 ;              -0,97 ;            0,97 ;            2,02 ;            0,25 ;                      -0,07 ;                -0,25 ;                        0,01 ;                      -0,13 ;                       0,09 ;                          -3,61 ;                     0,06 ;                        -0,12 ;                                 0,23 ;            0,01 
                                    12.CD3 10*3 cells ;            0,08 ;            0,00 ;           -0,08 ;               -0,04 ;                  0,20 ;              0,15 ;           -0,09 ;                       0,34 ;                         0,31 ;               -0,02 ;                0,16 ;                                      0,02 ;                        -0,03 ;                          0,02 ;                         0,30 ;                          0,14 ;                                                -0,05 ;           -0,15 ;            0,00 ;            0,00 ;           -0,02 ;           -0,28 ;                 0,02 ;                      0,00 ;           -0,00 ;           -0,01 ;            0,01 ;           -0,02 ;           -0,23 ;               0,00 ;            0,01 ;            0,00 ;                           -0,01 ;            0,07 ;            0,03 ;           -0,02 ;           -0,01 ;           -0,07 ;           -0,00 ;            0,04 ;            0,05 ;           -0,01 ;            0,10 ;            0,01 ;           -0,02 ;           -0,08 ;           -0,26 ;           -0,00 ;            0,06 ;            0,03 ;           -0,06 ;            0,03 ;            0,01 ;           -0,08 ;           -0,03 ;           -0,03 ;           -0,08 ;            -0,03 ;           -0,01 ;           -0,00 ;           -0,03 ;           -0,05 ;           -0,04 ;            0,03 ;            0,06 ;            0,13 ;            0,15 ;            0,05 ;            0,02 ;            0,04 ;           -0,02 ;            0,02 ;           -0,10 ;           -0,06 ;           -0,39 ;           -0,01 ;            0,14 ;            0,13 ;            0,10 ;            0,22 ;           -0,18 ;            0,32 ;           -0,18 ;           -0,22 ;           -0,18 ;           -0,15 ;              0,11 ;           -0,18 ;            0,07 ;            0,40 ;            0,28 ;           -0,26 ;           -0,01 ;           -0,00 ;            0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,01 ;           -0,01 ;           -0,00 ;           -0,00 ;            0,03 ;            -0,02 ;            -0,17 ;             0,02 ;                      0,21 ;           -0,01 ;              1,00 ;           -0,01 ;              1,13 ;           -0,01 ;              0,62 ;           -0,02 ;               1,49 ;           -0,07 ;               2,23 ;           -0,01 ;              -0,09 ;           -0,12 ;            0,00 ;           -0,08 ;                       0,02 ;                 0,14 ;                       -0,00 ;                       0,01 ;                      -0,01 ;                           0,10 ;                    -0,00 ;                        -0,06 ;                                 0,02 ;           -0,00 
                                             12.CD4 % ;           -0,16 ;            0,05 ;            0,45 ;               -0,22 ;                 -0,30 ;              0,27 ;           -0,58 ;                       0,06 ;                         0,08 ;               -1,05 ;               -0,43 ;                                     -0,03 ;                        -1,01 ;                         -0,35 ;                        -0,30 ;                         -1,09 ;                                                 0,75 ;            0,23 ;           -0,02 ;            0,03 ;           -0,06 ;            0,52 ;                -0,13 ;                      0,03 ;           -0,02 ;           -0,02 ;           -0,01 ;            0,47 ;           -0,24 ;              -0,01 ;           -0,23 ;            0,02 ;                           -0,01 ;            0,07 ;            0,18 ;            0,11 ;           -0,09 ;           -0,08 ;           -0,12 ;            0,12 ;           -0,35 ;           -0,08 ;           -0,25 ;           -0,10 ;           -0,03 ;           -0,66 ;            0,55 ;            0,51 ;           -0,39 ;            0,11 ;            0,14 ;           -0,15 ;           -0,15 ;           -0,15 ;           -0,40 ;           -0,57 ;            0,10 ;            -0,21 ;           -0,45 ;           -0,08 ;           -0,00 ;           -0,05 ;           -0,33 ;            0,11 ;           -0,18 ;            0,25 ;            0,48 ;           -0,07 ;           -0,29 ;            0,30 ;           -1,17 ;           -0,06 ;            1,30 ;            0,21 ;            0,21 ;           -0,70 ;           -0,21 ;            0,13 ;           -0,49 ;            0,20 ;           -0,06 ;           -0,08 ;            0,09 ;            0,52 ;           -0,82 ;            0,00 ;              0,16 ;           -1,51 ;            0,33 ;           -0,48 ;           -0,60 ;           -0,23 ;            0,01 ;           -0,00 ;           -0,01 ;           -0,04 ;           -0,02 ;           -0,03 ;            0,00 ;           -0,02 ;           -0,00 ;           -0,01 ;           -0,02 ;             0,01 ;             0,32 ;            -0,01 ;                     -0,59 ;            0,17 ;             -0,17 ;            1,00 ;              0,92 ;            0,30 ;              0,45 ;            0,26 ;               3,52 ;            0,00 ;              -0,72 ;            0,07 ;               1,00 ;            0,12 ;            0,44 ;            0,02 ;                      -0,06 ;                -0,28 ;                        0,01 ;                       0,17 ;                       0,00 ;                           0,35 ;                    -0,04 ;                         0,13 ;                                 0,06 ;           -0,00 
                                    12.CD4 10*3 cells ;            0,03 ;           -0,01 ;           -0,03 ;               -0,08 ;                  0,11 ;              0,09 ;           -0,08 ;                       0,14 ;                         0,08 ;               -0,09 ;               -0,01 ;                                      0,00 ;                        -0,04 ;                         -0,11 ;                        -0,03 ;                          0,07 ;                                                -0,11 ;            0,03 ;            0,00 ;           -0,00 ;           -0,01 ;           -0,01 ;                -0,05 ;                     -0,00 ;            0,00 ;           -0,00 ;            0,00 ;            0,02 ;           -0,07 ;               0,00 ;           -0,01 ;            0,00 ;                            0,01 ;            0,10 ;            0,02 ;           -0,01 ;            0,02 ;           -0,04 ;            0,01 ;           -0,00 ;           -0,05 ;           -0,04 ;            0,00 ;           -0,02 ;            0,02 ;           -0,03 ;           -0,12 ;            0,03 ;            0,05 ;            0,06 ;            0,02 ;            0,05 ;            0,02 ;           -0,02 ;            0,01 ;            0,06 ;           -0,02 ;            -0,08 ;           -0,02 ;           -0,01 ;           -0,01 ;            0,02 ;           -0,05 ;           -0,05 ;           -0,00 ;            0,02 ;            0,05 ;            0,05 ;           -0,02 ;            0,06 ;           -0,02 ;            0,06 ;           -0,01 ;           -0,09 ;           -0,18 ;           -0,01 ;            0,07 ;            0,07 ;            0,02 ;            0,13 ;           -0,06 ;            0,05 ;           -0,05 ;           -0,03 ;           -0,00 ;           -0,04 ;              0,06 ;            0,00 ;            0,07 ;           -0,01 ;            0,09 ;           -0,07 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;            0,02 ;            -0,01 ;            -0,02 ;             0,01 ;                      0,15 ;           -0,01 ;              0,31 ;            0,02 ;              1,00 ;           -0,01 ;              0,35 ;           -0,01 ;               0,88 ;            0,01 ;               1,14 ;            0,00 ;               0,11 ;            0,06 ;            0,18 ;           -0,02 ;                       0,01 ;                 0,06 ;                       -0,00 ;                       0,01 ;                      -0,01 ;                           0,06 ;                    -0,01 ;                        -0,02 ;                                 0,02 ;           -0,00 
                                             12.CD8 % ;           -0,14 ;            0,08 ;            0,62 ;                0,15 ;                 -0,40 ;              0,04 ;           -0,71 ;                      -0,54 ;                         0,50 ;               -0,54 ;                0,00 ;                                     -0,04 ;                        -1,80 ;                          0,31 ;                         0,11 ;                         -0,54 ;                                                -0,82 ;            1,00 ;            0,02 ;            0,04 ;           -0,07 ;            0,44 ;                -0,28 ;                      0,03 ;           -0,03 ;           -0,02 ;           -0,10 ;            0,45 ;            0,17 ;               0,04 ;            0,09 ;           -0,03 ;                           -0,07 ;           -0,35 ;           -0,02 ;            0,33 ;           -0,11 ;           -0,02 ;           -0,35 ;            0,33 ;            0,15 ;            0,17 ;           -0,54 ;           -0,04 ;            0,09 ;           -0,36 ;            0,07 ;           -0,15 ;           -0,22 ;           -0,23 ;           -0,17 ;           -0,13 ;            0,16 ;           -0,50 ;           -0,00 ;           -0,56 ;            0,03 ;             0,23 ;            0,20 ;            0,05 ;            0,24 ;           -0,00 ;           -0,12 ;            0,06 ;           -0,06 ;            0,05 ;            0,15 ;           -0,28 ;           -0,49 ;           -0,12 ;           -1,72 ;           -0,07 ;            0,37 ;           -0,12 ;           -0,52 ;           -1,79 ;           -0,93 ;           -0,41 ;           -0,46 ;           -0,48 ;           -0,07 ;            0,05 ;            0,46 ;           -0,28 ;           -2,02 ;            0,31 ;             -0,54 ;           -0,30 ;            0,18 ;            0,07 ;            0,20 ;           -0,17 ;            0,00 ;            0,03 ;            0,03 ;           -0,00 ;           -0,01 ;           -0,01 ;           -0,00 ;           -0,01 ;            0,01 ;           -0,01 ;           -0,02 ;             0,04 ;             0,91 ;            -0,04 ;                     -0,53 ;            0,11 ;             -0,19 ;            0,36 ;             -0,29 ;            1,00 ;              0,25 ;            0,32 ;               1,74 ;           -0,22 ;              -1,26 ;            0,09 ;               1,09 ;           -1,31 ;            0,55 ;            0,08 ;                      -0,02 ;                -0,35 ;                       -0,01 ;                      -0,05 ;                       0,06 ;                          -0,00 ;                     0,02 ;                         0,13 ;                                 0,10 ;            0,01 
                                    12.CD8 10*3 cells ;           -0,04 ;           -0,01 ;           -0,10 ;               -0,15 ;                 -0,06 ;              0,12 ;           -0,05 ;                       0,06 ;                         0,14 ;               -0,15 ;               -0,05 ;                                     -0,01 ;                        -0,06 ;                         -0,05 ;                        -0,07 ;                         -0,05 ;                                                -0,22 ;           -0,06 ;           -0,00 ;            0,01 ;            0,00 ;            0,05 ;                 0,00 ;                      0,00 ;           -0,00 ;           -0,01 ;            0,01 ;            0,14 ;            0,03 ;              -0,00 ;            0,02 ;            0,00 ;                            0,00 ;           -0,03 ;            0,02 ;            0,04 ;           -0,04 ;           -0,05 ;            0,01 ;           -0,03 ;            0,02 ;           -0,05 ;            0,04 ;           -0,00 ;           -0,01 ;           -0,04 ;            0,08 ;            0,04 ;           -0,01 ;           -0,04 ;           -0,03 ;           -0,02 ;           -0,01 ;           -0,01 ;            0,02 ;            0,02 ;           -0,01 ;             0,01 ;           -0,04 ;           -0,05 ;            0,02 ;           -0,01 ;           -0,06 ;           -0,05 ;           -0,01 ;           -0,05 ;           -0,05 ;           -0,10 ;           -0,09 ;            0,04 ;           -0,08 ;           -0,05 ;            0,04 ;           -0,04 ;            0,04 ;           -0,10 ;           -0,05 ;            0,01 ;           -0,04 ;            0,04 ;            0,02 ;           -0,08 ;            0,07 ;           -0,04 ;            0,11 ;           -0,14 ;              0,04 ;           -0,05 ;            0,02 ;           -0,10 ;           -0,02 ;           -0,12 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;            0,00 ;            0,00 ;           -0,00 ;           -0,00 ;            0,00 ;            -0,00 ;             0,00 ;             0,00 ;                      0,03 ;           -0,01 ;              0,13 ;            0,01 ;              0,26 ;            0,00 ;              1,00 ;            0,03 ;               1,39 ;           -0,02 ;               0,68 ;            0,01 ;               0,29 ;            0,17 ;            0,14 ;           -0,01 ;                       0,01 ;                 0,03 ;                       -0,00 ;                       0,03 ;                      -0,01 ;                           0,17 ;                    -0,01 ;                        -0,02 ;                                 0,01 ;           -0,00 
                                            12.CD16 % ;           -0,41 ;           -0,03 ;           -0,46 ;               -0,20 ;                 -1,03 ;              0,11 ;           -0,45 ;                       0,24 ;                         0,42 ;               -0,30 ;               -0,22 ;                                     -0,09 ;                        -1,64 ;                          0,82 ;                        -1,14 ;                          0,11 ;                                                -1,10 ;            0,32 ;           -0,00 ;            0,21 ;            0,03 ;           -0,45 ;                -0,10 ;                      0,03 ;           -0,03 ;            0,03 ;           -0,07 ;            0,58 ;            0,29 ;               0,01 ;            0,03 ;            0,03 ;                            0,04 ;           -0,20 ;           -0,00 ;            0,31 ;           -0,07 ;            0,05 ;           -0,44 ;           -0,33 ;           -0,31 ;           -0,42 ;           -0,40 ;           -0,16 ;           -0,28 ;           -0,45 ;            1,43 ;            0,22 ;           -0,34 ;            0,12 ;           -0,04 ;            0,10 ;            0,19 ;           -0,79 ;           -0,05 ;           -0,26 ;            0,04 ;             0,29 ;           -0,06 ;           -0,26 ;           -0,06 ;           -0,21 ;           -0,07 ;            0,44 ;            0,33 ;            0,05 ;            0,11 ;            0,24 ;           -0,18 ;            0,30 ;           -1,50 ;           -0,26 ;           -0,45 ;           -0,18 ;           -0,35 ;           -0,98 ;            0,29 ;            0,17 ;           -0,14 ;           -0,61 ;            0,00 ;            0,09 ;            0,46 ;            0,24 ;           -1,50 ;            0,83 ;             -0,11 ;           -0,08 ;            0,29 ;            0,75 ;           -0,92 ;           -0,56 ;            0,00 ;           -0,04 ;           -0,03 ;           -0,03 ;           -0,01 ;           -0,02 ;            0,00 ;            0,00 ;           -0,02 ;           -0,00 ;            0,10 ;             0,02 ;             0,19 ;            -0,02 ;                     -0,11 ;            0,12 ;             -0,34 ;            0,32 ;             -0,57 ;            0,32 ;              2,00 ;            1,00 ;               9,48 ;           -0,22 ;              -1,26 ;            0,08 ;               1,82 ;            0,99 ;            1,85 ;            0,22 ;                      -0,03 ;                -0,24 ;                       -0,03 ;                       0,12 ;                       0,04 ;                           0,19 ;                    -0,04 ;                         0,16 ;                                 0,08 ;            0,00 
                                   12.CD16 10*3 cells ;           -0,02 ;           -0,01 ;           -0,06 ;               -0,04 ;                 -0,05 ;              0,05 ;           -0,03 ;                       0,03 ;                         0,02 ;               -0,03 ;               -0,03 ;                                     -0,00 ;                        -0,05 ;                          0,02 ;                        -0,08 ;                         -0,02 ;                                                -0,05 ;           -0,04 ;           -0,00 ;            0,01 ;           -0,00 ;            0,00 ;                -0,00 ;                      0,00 ;           -0,00 ;           -0,00 ;            0,00 ;            0,04 ;            0,00 ;              -0,00 ;            0,00 ;            0,00 ;                            0,00 ;           -0,00 ;            0,01 ;            0,01 ;            0,01 ;           -0,01 ;            0,00 ;            0,01 ;            0,01 ;            0,01 ;            0,01 ;            0,01 ;           -0,00 ;           -0,01 ;            0,01 ;            0,03 ;           -0,02 ;            0,01 ;           -0,00 ;            0,01 ;           -0,00 ;           -0,02 ;            0,01 ;            0,01 ;           -0,00 ;            -0,00 ;           -0,01 ;           -0,02 ;           -0,00 ;           -0,01 ;           -0,02 ;            0,00 ;            0,00 ;            0,00 ;            0,01 ;            0,01 ;           -0,00 ;            0,03 ;           -0,04 ;           -0,04 ;           -0,02 ;           -0,02 ;           -0,01 ;           -0,02 ;            0,00 ;            0,03 ;           -0,01 ;            0,02 ;           -0,01 ;           -0,01 ;           -0,00 ;           -0,01 ;            0,02 ;           -0,00 ;              0,02 ;           -0,05 ;            0,02 ;           -0,01 ;           -0,01 ;           -0,04 ;            0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;            0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;            0,00 ;            -0,00 ;             0,02 ;             0,00 ;                      0,00 ;           -0,00 ;              0,07 ;            0,01 ;              0,15 ;            0,01 ;              0,31 ;            0,03 ;               1,00 ;            0,00 ;               0,39 ;            0,00 ;               0,16 ;            0,08 ;            0,09 ;           -0,00 ;                      -0,00 ;                -0,01 ;                       -0,00 ;                       0,02 ;                      -0,00 ;                           0,07 ;                    -0,00 ;                         0,00 ;                                 0,01 ;           -0,00 
                                            12.CD22 % ;            0,02 ;           -0,06 ;           -0,56 ;               -0,35 ;                  0,26 ;              0,10 ;           -0,02 ;                      -0,47 ;                        -0,43 ;                0,27 ;                0,08 ;                                     -0,02 ;                         0,08 ;                         -0,16 ;                        -0,04 ;                         -0,70 ;                                                 0,09 ;           -0,53 ;            0,00 ;            0,01 ;           -0,07 ;            0,81 ;                -0,18 ;                      0,00 ;            0,01 ;           -0,06 ;           -0,10 ;            0,27 ;            0,53 ;              -0,01 ;            0,11 ;           -0,02 ;                           -0,06 ;           -0,21 ;           -0,17 ;            0,03 ;           -0,08 ;            0,03 ;            0,32 ;            0,13 ;           -0,05 ;            0,20 ;           -0,16 ;            0,12 ;            0,02 ;            0,26 ;           -0,49 ;            0,06 ;            0,07 ;            0,30 ;            0,30 ;            0,28 ;           -0,00 ;            0,16 ;           -0,10 ;            0,19 ;            0,01 ;             0,01 ;            0,05 ;            0,08 ;           -0,02 ;            0,17 ;            0,09 ;            0,00 ;            0,07 ;            0,07 ;            0,58 ;            0,58 ;            0,26 ;           -0,13 ;           -0,10 ;           -0,00 ;           -0,83 ;            0,04 ;            0,45 ;            0,63 ;            0,68 ;            0,20 ;           -0,16 ;            0,20 ;           -0,00 ;            0,33 ;           -0,23 ;            0,10 ;            1,31 ;            0,31 ;              0,19 ;           -0,83 ;            0,12 ;            0,24 ;           -0,30 ;            0,06 ;            0,02 ;            0,01 ;            0,01 ;            0,01 ;           -0,00 ;            0,01 ;            0,02 ;            0,01 ;            0,01 ;           -0,01 ;           -0,06 ;             0,00 ;             0,14 ;            -0,00 ;                     -0,11 ;           -0,05 ;             -0,39 ;            0,00 ;              0,19 ;           -0,09 ;             -0,59 ;           -0,09 ;               0,00 ;            1,00 ;               2,96 ;           -0,00 ;               0,06 ;           -0,55 ;           -0,67 ;           -0,22 ;                       0,03 ;                -0,19 ;                       -0,02 ;                       0,04 ;                      -0,01 ;                           0,16 ;                     0,00 ;                         0,16 ;                                -0,06 ;           -0,01 
                                   12.CD22 10*3 cells ;            0,00 ;           -0,01 ;           -0,03 ;               -0,07 ;                  0,05 ;              0,04 ;           -0,02 ;                       0,07 ;                         0,02 ;               -0,07 ;                0,00 ;                                     -0,01 ;                        -0,01 ;                         -0,02 ;                         0,03 ;                         -0,03 ;                                                -0,01 ;           -0,14 ;           -0,00 ;            0,01 ;           -0,01 ;            0,03 ;                -0,01 ;                      0,00 ;            0,00 ;           -0,01 ;           -0,00 ;            0,02 ;           -0,00 ;              -0,00 ;            0,01 ;            0,00 ;                           -0,00 ;           -0,01 ;           -0,02 ;           -0,02 ;           -0,00 ;           -0,02 ;            0,01 ;           -0,01 ;            0,00 ;           -0,01 ;           -0,00 ;           -0,00 ;           -0,02 ;            0,03 ;           -0,09 ;            0,01 ;           -0,03 ;            0,02 ;           -0,01 ;            0,02 ;           -0,00 ;           -0,01 ;           -0,01 ;            0,01 ;           -0,01 ;            -0,01 ;           -0,01 ;           -0,02 ;           -0,01 ;           -0,00 ;           -0,03 ;           -0,02 ;            0,00 ;            0,01 ;            0,05 ;            0,04 ;            0,02 ;            0,02 ;           -0,03 ;            0,00 ;           -0,02 ;           -0,01 ;           -0,05 ;            0,04 ;            0,08 ;            0,04 ;            0,00 ;            0,09 ;           -0,05 ;            0,02 ;           -0,05 ;           -0,02 ;            0,05 ;           -0,03 ;              0,05 ;           -0,09 ;            0,04 ;           -0,03 ;            0,08 ;           -0,01 ;            0,00 ;            0,00 ;            0,00 ;           -0,00 ;           -0,00 ;           -0,00 ;            0,00 ;            0,00 ;            0,00 ;           -0,00 ;            0,01 ;            -0,01 ;            -0,01 ;             0,01 ;                      0,06 ;           -0,01 ;              0,13 ;           -0,00 ;              0,24 ;           -0,01 ;              0,19 ;           -0,01 ;               0,48 ;            0,03 ;               1,00 ;           -0,00 ;               0,06 ;           -0,03 ;            0,02 ;           -0,04 ;                       0,00 ;                 0,00 ;                       -0,00 ;                       0,01 ;                      -0,00 ;                           0,05 ;                    -0,00 ;                         0,00 ;                                 0,00 ;           -0,00 
                                            12.CD25 % ;           -3,66 ;           -0,55 ;           -4,38 ;               -6,20 ;                 -6,27 ;              0,76 ;           -2,45 ;                      -5,19 ;                        -4,59 ;               -0,91 ;               -7,93 ;                                     -1,00 ;                        -8,22 ;                         -4,44 ;                        -4,65 ;                         -4,38 ;                                                -6,90 ;           -2,85 ;           -0,01 ;            0,25 ;           -0,13 ;            1,63 ;                -1,02 ;                      0,02 ;           -0,02 ;            0,25 ;           -0,40 ;            2,75 ;           -1,91 ;              -0,12 ;           -0,65 ;           -0,00 ;                            0,08 ;            0,13 ;           -0,11 ;            1,03 ;            0,82 ;            0,16 ;            0,68 ;            0,09 ;           -0,00 ;            0,21 ;            0,61 ;            0,37 ;            0,09 ;            0,81 ;           -1,51 ;            2,80 ;           -0,85 ;            1,40 ;            0,65 ;           -1,82 ;           -0,89 ;           -1,13 ;            0,87 ;            0,66 ;            0,14 ;            -0,42 ;           -0,41 ;           -0,34 ;            0,69 ;            0,29 ;           -1,08 ;            0,29 ;            0,42 ;           -0,82 ;            2,45 ;            2,44 ;           -0,15 ;           -0,60 ;            0,38 ;            6,61 ;            4,15 ;            2,94 ;            2,94 ;           -4,10 ;           -0,59 ;           -1,03 ;           -1,62 ;            2,42 ;            0,66 ;           -2,80 ;            5,12 ;            0,61 ;            0,00 ;            4,96 ;              2,16 ;            4,15 ;            0,18 ;           -3,78 ;           -2,97 ;           -1,50 ;            0,08 ;            0,04 ;            0,03 ;            0,04 ;            0,03 ;            0,06 ;            0,10 ;            0,06 ;            0,02 ;           -0,01 ;            0,49 ;             0,31 ;             2,85 ;            -0,31 ;                     -4,67 ;           -0,03 ;             -3,59 ;            2,15 ;              0,36 ;            2,17 ;             11,27 ;            2,01 ;              32,60 ;           -0,23 ;              -0,79 ;            1,00 ;              19,95 ;           -7,60 ;           -4,48 ;           -1,49 ;                      -0,49 ;                -3,46 ;                       -0,03 ;                       1,22 ;                       0,31 ;                          15,23 ;                    -0,15 ;                         0,16 ;                                 1,05 ;           -0,04 
                                   12.CD25 10*3 cells ;           -0,12 ;           -0,03 ;           -0,24 ;               -0,24 ;                 -0,24 ;              0,15 ;           -0,17 ;                      -0,19 ;                        -0,23 ;               -0,03 ;               -0,27 ;                                     -0,04 ;                        -0,22 ;                         -0,17 ;                        -0,19 ;                         -0,18 ;                                                -0,26 ;           -0,20 ;           -0,00 ;            0,01 ;           -0,00 ;            0,08 ;                -0,05 ;                      0,00 ;           -0,00 ;           -0,01 ;           -0,01 ;            0,17 ;           -0,01 ;              -0,00 ;            0,00 ;            0,00 ;                            0,01 ;            0,01 ;           -0,02 ;            0,02 ;            0,02 ;           -0,02 ;            0,01 ;           -0,03 ;           -0,03 ;           -0,01 ;            0,03 ;            0,01 ;           -0,02 ;            0,07 ;           -0,11 ;            0,11 ;           -0,07 ;            0,03 ;            0,02 ;           -0,03 ;           -0,03 ;           -0,11 ;            0,07 ;            0,06 ;           -0,02 ;            -0,01 ;           -0,06 ;           -0,06 ;            0,03 ;            0,04 ;           -0,03 ;           -0,01 ;            0,01 ;           -0,03 ;            0,13 ;            0,06 ;           -0,01 ;            0,01 ;           -0,05 ;            0,23 ;           -0,00 ;           -0,04 ;            0,05 ;           -0,16 ;            0,05 ;            0,02 ;           -0,06 ;            0,10 ;           -0,12 ;           -0,11 ;            0,13 ;           -0,03 ;            0,16 ;            0,13 ;              0,12 ;            0,05 ;            0,01 ;           -0,13 ;           -0,12 ;           -0,04 ;            0,00 ;           -0,00 ;           -0,00 ;            0,00 ;            0,00 ;            0,00 ;            0,01 ;            0,00 ;           -0,00 ;           -0,00 ;           -0,01 ;             0,00 ;             0,09 ;            -0,00 ;                     -0,11 ;           -0,01 ;             -0,06 ;            0,05 ;              0,24 ;            0,05 ;              0,87 ;            0,08 ;               2,16 ;            0,01 ;               0,69 ;            0,03 ;               1,00 ;           -0,28 ;           -0,07 ;           -0,09 ;                      -0,01 ;                -0,10 ;                       -0,00 ;                       0,07 ;                      -0,00 ;                           0,59 ;                    -0,01 ;                        -0,02 ;                                 0,05 ;           -0,00 
